case_id,customer_id,card_id,opened_at,closed_at,outcome,pattern,first_fraud_txn_id,n_txns,exposure_usd,report_filed,analyst_notes,actions_taken
CC-3180,C05690,C05690-K1,2016-09-07 17:56:14,2016-09-12 20:56:14,confirmed_fraud,card_not_present_fraud,3243726,1,199.95,No,Case CC-3180: cardholder C05690 reported unrecognized activity on card C05690-K1. 1 transaction(s) between 2016-09-06 and 2016-09-06 totaling $199.95 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SAMSUNG SM-G891A Build/NRD90M on samsung browser 5.4. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3181,C07638,C07638-K1,2016-09-07 18:14:19,2016-09-09 01:14:19,confirmed_fraud,card_not_present_new_device,3239639,4,251.48,No,"Case CC-3181: cardholder C07638 reported unrecognized activity on card C07638-K1. 4 transaction(s) between 2016-09-05 and 2016-09-07 totaling $251.48 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3182,C09443,C09443-K1,2016-09-07 18:39:25,2016-09-08 14:39:25,cleared,none,,1,0.00,No,Case CC-3182: model scored a $150.08 transaction at 0.90. Cardholder confirmed travel to the billing region in question. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-3183,C03218,C03218-K2,2016-09-07 19:38:23,2016-09-08 18:38:23,confirmed_fraud,out_of_region_use,3233119,5,289.89,No,"Case CC-3183: cardholder C03218 reported unrecognized activity on card C03218-K2. 5 transaction(s) between 2016-09-03 and 2016-09-06 totaling $289.89 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3184,C03060,C03060-K1,2016-09-07 19:50:13,2016-09-09 18:50:13,cleared,none,,1,0.00,No,Case CC-3184: model scored a $517.12 transaction at 0.88. Cardholder confirmed travel to the billing region in question. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-3185,C10852,C10852-K1,2016-09-07 20:12:52,2016-09-13 15:12:52,confirmed_fraud,card_not_present_fraud,3245667,1,200.08,No,Case CC-3185: cardholder C10852 reported unrecognized activity on card C10852-K1. 1 transaction(s) between 2016-09-07 and 2016-09-07 totaling $200.08 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SAMSUNG SM-G891A Build/NRD90M on samsung browser 5.4. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3186,C00889,C00889-K2,2016-09-07 21:31:33,2016-09-12 15:31:33,confirmed_fraud,account_takeover,3242539,1,116.93,No,Case CC-3186: cardholder C00889 reported unrecognized activity on card C00889-K2. 1 transaction(s) between 2016-09-06 and 2016-09-06 totaling $116.93 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3187,C01010,C01010-K1,2016-09-07 23:06:43,2016-09-11 23:06:43,confirmed_fraud,account_takeover,3244213,1,116.99,No,Case CC-3187: cardholder C01010 reported unrecognized activity on card C01010-K1. 1 transaction(s) between 2016-09-06 and 2016-09-06 totaling $116.99 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3188,C11309,C11309-K1,2016-09-07 23:20:49,2016-09-09 00:20:49,confirmed_fraud,card_not_present_fraud,3244508,1,449.99,No,Case CC-3188: cardholder C11309 reported unrecognized activity on card C11309-K1. 1 transaction(s) between 2016-09-07 and 2016-09-07 totaling $449.99 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3189,C01155,C01155-K2,2016-09-07 23:52:16,2016-09-13 15:52:16,confirmed_fraud,out_of_region_use,3241148,4,631.00,No,"Case CC-3189: cardholder C01155 reported unrecognized activity on card C01155-K2. 4 transaction(s) between 2016-09-05 and 2016-09-07 totaling $631.00 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3190,C00978,C00978-K1,2016-09-08 00:06:15,2016-09-09 06:06:15,confirmed_fraud,card_not_present_fraud,3245243,1,232.04,No,Case CC-3190: cardholder C00978 reported unrecognized activity on card C00978-K1. 1 transaction(s) between 2016-09-07 and 2016-09-07 totaling $232.04 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SAMSUNG SM-G925F Build/NRD90M on samsung browser 6.2. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3191,C01116,C01116-K2,2016-09-08 01:23:37,2016-09-08 22:23:37,confirmed_fraud,account_takeover,3244000,2,184.83,No,Case CC-3191: cardholder C01116 reported unrecognized activity on card C01116-K2. 2 transaction(s) between 2016-09-06 and 2016-09-06 totaling $184.83 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3192,C09394,C09394-K1,2016-09-08 01:34:13,2016-09-13 21:34:13,confirmed_fraud,card_not_present_new_device,3245314,3,299.94,No,"Case CC-3192: cardholder C09394 reported unrecognized activity on card C09394-K1. 3 transaction(s) between 2016-09-07 and 2016-09-07 totaling $299.94 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3193,C03277,C03277-K1,2016-09-08 03:03:39,2016-09-12 12:03:39,confirmed_fraud,card_not_present_new_device,3245361,1,75.09,No,"Case CC-3193: cardholder C03277 reported unrecognized activity on card C03277-K1. 1 transaction(s) between 2016-09-07 and 2016-09-07 totaling $75.09 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a rv:47.0 on firefox 47.0. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3194,C13060,C13060-K1,2016-09-08 03:08:02,2016-09-10 23:08:02,cleared,none,,1,0.00,No,Case CC-3194: model scored a $94.92 transaction at 0.86. Cardholder confirmed travel to the billing region in question. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-3195,C03856,C03856-K1,2016-09-08 03:46:02,2016-09-13 19:46:02,confirmed_fraud,card_not_present_fraud,3246554,1,250.04,No,Case CC-3195: cardholder C03856 reported unrecognized activity on card C03856-K1. 1 transaction(s) between 2016-09-07 and 2016-09-07 totaling $250.04 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a MacOS on safari generic. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3196,C09438,C09438-K1,2016-09-08 04:55:01,2016-09-12 02:55:01,confirmed_fraud,card_not_present_new_device,3239169,3,450.08,No,"Case CC-3196: cardholder C09438 reported unrecognized activity on card C09438-K1. 3 transaction(s) between 2016-09-05 and 2016-09-07 totaling $450.08 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3197,C07612,C07612-K1,2016-09-08 05:11:24,2016-09-12 01:11:24,confirmed_fraud,account_takeover,3239730,6,585.96,No,Case CC-3197: cardholder C07612 reported unrecognized activity on card C07612-K1. 6 transaction(s) between 2016-09-05 and 2016-09-08 totaling $585.96 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3198,C01525,C01525-K2,2016-09-08 05:17:45,2016-09-13 00:17:45,confirmed_fraud,card_not_present_fraud,3247536,1,60.42,No,Case CC-3198: cardholder C01525 reported unrecognized activity on card C01525-K2. 1 transaction(s) between 2016-09-08 and 2016-09-08 totaling $60.42 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3199,C04434,C04434-K1,2016-09-08 05:32:08,2016-09-11 04:32:08,cleared,none,,1,0.00,No,Case CC-3199: model scored a $150.05 transaction at 0.91. Cardholder confirmed travel to the billing region in question. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-3200,C05382,C05382-K1,2016-09-08 05:59:43,2016-09-12 18:59:43,confirmed_fraud,card_not_present_new_device,3246422,1,48.72,No,"Case CC-3200: cardholder C05382 reported unrecognized activity on card C05382-K1. 1 transaction(s) between 2016-09-07 and 2016-09-07 totaling $48.72 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3201,C10837,C10837-K2,2016-09-08 06:25:57,2016-09-11 18:25:57,confirmed_fraud,card_not_present_fraud,3246302,1,33.59,No,Case CC-3201: cardholder C10837 reported unrecognized activity on card C10837-K2. 1 transaction(s) between 2016-09-07 and 2016-09-07 totaling $33.59 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3202,C03685,C03685-K2,2016-09-08 06:29:37,2016-09-13 20:29:37,confirmed_fraud,account_takeover,3237757,6,502.18,No,Case CC-3202: cardholder C03685 reported unrecognized activity on card C03685-K2. 6 transaction(s) between 2016-09-05 and 2016-09-07 totaling $502.18 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3203,C10507,C10507-K2,2016-09-08 07:06:30,2016-09-13 17:06:30,confirmed_fraud,account_takeover,3246030,1,39.01,No,Case CC-3203: cardholder C10507 reported unrecognized activity on card C10507-K2. 1 transaction(s) between 2016-09-07 and 2016-09-07 totaling $39.01 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3204,C13012,C13012-K1,2016-09-08 07:38:50,2016-09-10 01:38:50,confirmed_fraud,card_not_present_new_device,3247737,2,499.98,No,"Case CC-3204: cardholder C13012 reported unrecognized activity on card C13012-K1. 2 transaction(s) between 2016-09-08 and 2016-09-08 totaling $499.98 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3205,C06940,C06940-K1,2016-09-08 07:57:54,2016-09-11 06:57:54,confirmed_fraud,card_not_present_new_device,3245217,4,91.08,No,"Case CC-3205: cardholder C06940 reported unrecognized activity on card C06940-K1. 4 transaction(s) between 2016-09-07 and 2016-09-07 totaling $91.08 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3206,C11923,C11923-K2,2016-09-08 09:12:22,2016-09-13 02:12:22,confirmed_fraud,card_not_present_new_device,3243592,3,100.24,No,"Case CC-3206: cardholder C11923 reported unrecognized activity on card C11923-K2. 3 transaction(s) between 2016-09-06 and 2016-09-08 totaling $100.24 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 64.0. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3207,C13440,C13440-K2,2016-09-08 09:17:43,2016-09-13 20:17:43,confirmed_fraud,account_takeover,3227924,22,2597.89,Yes,"Case CC-3207: cardholder C13440 reported unrecognized activity on card C13440-K2. 22 transaction(s) between 2016-09-02 and 2016-09-07 totaling $2,597.89 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD|FILE_REPORT
CC-3208,C07149,C07149-K2,2016-09-08 10:05:03,2016-09-09 20:05:03,confirmed_fraud,account_takeover,3246096,2,371.96,No,Case CC-3208: cardholder C07149 reported unrecognized activity on card C07149-K2. 2 transaction(s) between 2016-09-07 and 2016-09-07 totaling $371.96 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3209,C11844,C11844-K2,2016-09-08 10:32:23,2016-09-11 05:32:23,confirmed_fraud,card_not_present_fraud,3248202,3,93.96,No,Case CC-3209: cardholder C11844 reported unrecognized activity on card C11844-K2. 3 transaction(s) between 2016-09-08 and 2016-09-08 totaling $93.96 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3210,C12230,C12230-K1,2016-09-08 10:54:17,2016-09-11 05:54:17,confirmed_fraud,card_not_present_new_device,3248240,5,249.89,No,"Case CC-3210: cardholder C12230 reported unrecognized activity on card C12230-K1. 5 transaction(s) between 2016-09-08 and 2016-09-08 totaling $249.89 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a MacOS on safari generic. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-3211,C07356,C07356-K1,2016-09-08 11:11:16,2016-09-11 03:11:16,confirmed_fraud,card_not_present_fraud,3248012,1,150.01,No,Case CC-3211: cardholder C07356 reported unrecognized activity on card C07356-K1. 1 transaction(s) between 2016-09-08 and 2016-09-08 totaling $150.01 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3212,C07867,C07867-K2,2016-09-08 11:20:11,2016-09-13 17:20:11,confirmed_fraud,out_of_region_use,3218233,15,1092.45,Yes,"Case CC-3212: cardholder C07867 reported unrecognized activity on card C07867-K2. 15 transaction(s) between 2016-08-29 and 2016-09-07 totaling $1,092.45 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD|FILE_REPORT
CC-3213,C05560,C05560-K2,2016-09-08 11:21:02,2016-09-13 02:21:02,confirmed_fraud,card_not_present_fraud,3247889,1,150.02,No,Case CC-3213: cardholder C05560 reported unrecognized activity on card C05560-K2. 1 transaction(s) between 2016-09-08 and 2016-09-08 totaling $150.02 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-3214,C06437,C06437-K1,2016-09-08 11:40:57,2016-09-14 01:40:57,confirmed_fraud,account_takeover,3235293,11,1133.92,Yes,"Case CC-3214: cardholder C06437 reported unrecognized activity on card C06437-K1. 11 transaction(s) between 2016-09-04 and 2016-09-08 totaling $1,133.92 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD|FILE_REPORT
