device_profile_id,DeviceInfo,id_30,id_31,id_33
4027A Build/KOT49H|UNK|chrome 64.0 for android|UNK,4027A Build/KOT49H,,chrome 64.0 for android,
SAMSUNG-SM-J327A Build/NRD90M|Android 7.0|chrome 64.0 for android|1280x720,SAMSUNG-SM-J327A Build/NRD90M,Android 7.0,chrome 64.0 for android,1280x720
LG-M153 Build/MXB48T|UNK|chrome 64.0 for android|UNK,LG-M153 Build/MXB48T,,chrome 64.0 for android,
SM-N920P Build/NRD90M|UNK|chrome 64.0 for android|UNK,SM-N920P Build/NRD90M,,chrome 64.0 for android,
SAMSUNG SM-G532M Build/MMB29T|UNK|samsung browser generic|UNK,SAMSUNG SM-G532M Build/MMB29T,,samsung browser generic,
Minion_Tab|UNK|Inco/Minion|UNK,Minion_Tab,,Inco/Minion,
SM-T560NU Build/NMF26X|Android 7.1.1|chrome 64.0 for android|1280x800,SM-T560NU Build/NMF26X,Android 7.1.1,chrome 64.0 for android,1280x800
Windows|Windows 10|chrome 64.0|1280x720,Windows,Windows 10,chrome 64.0,1280x720
X900+|UNK|chrome 64.0 for android|UNK,X900+,,chrome 64.0 for android,
LG-D855|UNK|chrome 64.0 for android|UNK,LG-D855,,chrome 64.0 for android,
iOS Device|iOS 10.0.2|mobile safari generic|1136x640,iOS Device,iOS 10.0.2,mobile safari generic,1136x640
SAMSUNG-SM-J327AZ|Android 7.0|chrome 64.0 for android|1280x720,SAMSUNG-SM-J327AZ,Android 7.0,chrome 64.0 for android,1280x720
LG-X165g Build/LRX21M|UNK|chrome 52.0 for android|UNK,LG-X165g Build/LRX21M,,chrome 52.0 for android,
moto x4 Build/OPW27.57-40|UNK|samsung browser 6.2|UNK,moto x4 Build/OPW27.57-40,,samsung browser 6.2,
8050G Build/LMY47I|UNK|chrome 64.0 for android|UNK,8050G Build/LMY47I,,chrome 64.0 for android,
LGMS428|UNK|chrome 64.0 for android|UNK,LGMS428,,chrome 64.0 for android,
MacOS|Mac OS X 10_12_6|chrome 55.0|2560x1600,MacOS,Mac OS X 10_12_6,chrome 55.0,2560x1600
HUAWEI CUN-L03 Build/HUAWEICUN-L03|UNK|chrome 46.0 for android|UNK,HUAWEI CUN-L03 Build/HUAWEICUN-L03,,chrome 46.0 for android,
SM-G935T Build/NRD90M|Android 7.0|chrome 64.0 for android|1920x1080,SM-G935T Build/NRD90M,Android 7.0,chrome 64.0 for android,1920x1080
GT-I9060L Build/JDQ39|UNK|chrome 54.0 for android|UNK,GT-I9060L Build/JDQ39,,chrome 54.0 for android,
7055A Build/KVT49L|UNK|chrome 64.0 for android|UNK,7055A Build/KVT49L,,chrome 64.0 for android,
SAMSUNG SM-T813 Build/NRD90M|Android 7.0|samsung browser 6.2|2048x1536,SAMSUNG SM-T813 Build/NRD90M,Android 7.0,samsung browser 6.2,2048x1536
Ilium LT520 Build/NRD90M|UNK|chrome 56.0 for android|UNK,Ilium LT520 Build/NRD90M,,chrome 56.0 for android,
UNK|other|mobile safari generic|2436x1125,,other,mobile safari generic,2436x1125
MacOS|Mac OS X 10_12_3|chrome 64.0|5120x2880,MacOS,Mac OS X 10_12_3,chrome 64.0,5120x2880
SM-N920V Build/NRD90M|Android 7.0|chrome 64.0 for android|UNK,SM-N920V Build/NRD90M,Android 7.0,chrome 64.0 for android,
SAMSUNG SM-A320Y Build/NRD90M|UNK|samsung browser generic|UNK,SAMSUNG SM-A320Y Build/NRD90M,,samsung browser generic,
SM-J111M Build/LMY47V|UNK|chrome 64.0 for android|UNK,SM-J111M Build/LMY47V,,chrome 64.0 for android,
G8141|UNK|chrome 55.0 for android|UNK,G8141,,chrome 55.0 for android,
rv:58.0|Windows 7|firefox 58.0|1600x900,rv:58.0,Windows 7,firefox 58.0,1600x900
SAMSUNG-SM-G891A Build/NRD90M|Android 7.0|chrome 64.0 for android|1920x1080,SAMSUNG-SM-G891A Build/NRD90M,Android 7.0,chrome 64.0 for android,1920x1080
SM-J327T Build/NRD90M|UNK|chrome 64.0 for android|UNK,SM-J327T Build/NRD90M,,chrome 64.0 for android,
Windows|Windows 8.1|chrome 64.0|1280x800,Windows,Windows 8.1,chrome 64.0,1280x800
SAMSUNG SM-G955F Build/NRD90M|UNK|samsung browser generic|UNK,SAMSUNG SM-G955F Build/NRD90M,,samsung browser generic,
SAMSUNG-SM-N900A Build/LRX21V|UNK|chrome 64.0 for android|UNK,SAMSUNG-SM-N900A Build/LRX21V,,chrome 64.0 for android,
SM-P350 Build/MMB29M|UNK|chrome 64.0 for android|UNK,SM-P350 Build/MMB29M,,chrome 64.0 for android,
E5606 Build/30.2.A.1.21|UNK|chrome 64.0 for android|UNK,E5606 Build/30.2.A.1.21,,chrome 64.0 for android,
SAMSUNG SM-T530NU Build/LRX22G|UNK|chrome generic|UNK,SAMSUNG SM-T530NU Build/LRX22G,,chrome generic,
SM-A530F Build/NMF26X|UNK|chrome 64.0 for android|UNK,SM-A530F Build/NMF26X,,chrome 64.0 for android,
Windows|Windows 10|chrome 64.0|2160x1440,Windows,Windows 10,chrome 64.0,2160x1440
SM-P607T|Android 5.1.1|chrome 64.0 for android|2560x1600,SM-P607T,Android 5.1.1,chrome 64.0 for android,2560x1600
rv:52.0|Windows Vista|firefox 52.0|1364x768,rv:52.0,Windows Vista,firefox 52.0,1364x768
Studio|Android 6.0|chrome 64.0 for android|1280x720,Studio,Android 6.0,chrome 64.0 for android,1280x720
Redmi 5 Plus Build/N2G47H|UNK|chrome 64.0 for android|UNK,Redmi 5 Plus Build/N2G47H,,chrome 64.0 for android,
Windows|Windows 7|chrome 64.0|1360x768,Windows,Windows 7,chrome 64.0,1360x768
SM-T355Y Build/NMF26X|UNK|android webview 4.0|UNK,SM-T355Y Build/NMF26X,,android webview 4.0,
HIGHWAY|UNK|chrome 64.0 for android|UNK,HIGHWAY,,chrome 64.0 for android,
HUAWEI Y625-U13 Build/HUAWEIY625-U13|UNK|chrome 63.0 for android|UNK,HUAWEI Y625-U13 Build/HUAWEIY625-U13,,chrome 63.0 for android,
SM-J700P|Android 7.1.1|chrome 64.0 for android|1280x720,SM-J700P,Android 7.1.1,chrome 64.0 for android,1280x720
XT1008 Build/LPBS23.13-56-2|UNK|chrome 64.0 for android|UNK,XT1008 Build/LPBS23.13-56-2,,chrome 64.0 for android,
F5321 Build/34.3.A.0.238|UNK|chrome 61.0 for android|UNK,F5321 Build/34.3.A.0.238,,chrome 61.0 for android,
Moto G Play Build/MPIS24.241-15.3-7|UNK|android webview 4.0|UNK,Moto G Play Build/MPIS24.241-15.3-7,,android webview 4.0,
Ilium X220 Build/MRA58K|UNK|chrome 64.0 for android|UNK,Ilium X220 Build/MRA58K,,chrome 64.0 for android,
SM-J200M Build/LMY47X|UNK|chrome 59.0 for android|UNK,SM-J200M Build/LMY47X,,chrome 59.0 for android,
LGL163BL|Android 7.0|chrome 63.0 for android|1280x720,LGL163BL,Android 7.0,chrome 63.0 for android,1280x720
SAMSUNG SM-J327P Build/MMB29M|Android 6.0.1|samsung browser generic|1280x720,SAMSUNG SM-J327P Build/MMB29M,Android 6.0.1,samsung browser generic,1280x720
TA-1052|Android 8.1.0|UNK|2562x1442,TA-1052,Android 8.1.0,,2562x1442
ALCATEL ONE TOUCH 5036A Build/JDQ39|UNK|chrome 52.0 for android|UNK,ALCATEL ONE TOUCH 5036A Build/JDQ39,,chrome 52.0 for android,
Trident/7.0|Windows 8|ie 11.0 for desktop|1920x1080,Trident/7.0,Windows 8,ie 11.0 for desktop,1920x1080
STV100-2 Build/MMB29M|UNK|chrome 64.0 for android|UNK,STV100-2 Build/MMB29M,,chrome 64.0 for android,
LGLS992|Android 6.0.1|chrome 64.0 for android|2560x1440,LGLS992,Android 6.0.1,chrome 64.0 for android,2560x1440
Windows|Windows 8.1|chrome 64.0|1280x1024,Windows,Windows 8.1,chrome 64.0,1280x1024
MacOS|Mac OS X 10_13_1|chrome 64.0|2880x1800,MacOS,Mac OS X 10_13_1,chrome 64.0,2880x1800
Windows|Windows 8.1|chrome 64.0|UNK,Windows,Windows 8.1,chrome 64.0,
MacOS|Mac OS X 10_11_6|chrome 64.0|4096x2304,MacOS,Mac OS X 10_11_6,chrome 64.0,4096x2304
iOS Device|iOS|mobile safari generic|2732x2048,iOS Device,iOS,mobile safari generic,2732x2048
Pixel XL Build/OPM1.171019.016|Android 8.1.0|chrome 64.0 for android|2562x1442,Pixel XL Build/OPM1.171019.016,Android 8.1.0,chrome 64.0 for android,2562x1442
MacOS|Mac OS X 10_10_5|chrome generic|2880x1800,MacOS,Mac OS X 10_10_5,chrome generic,2880x1800
O1|UNK|android browser 4.0|UNK,O1,,android browser 4.0,
iOS Device|iOS 10.2.0|mobile safari generic|2001x1125,iOS Device,iOS 10.2.0,mobile safari generic,2001x1125
UNK|Android|chrome|1280x720,,Android,chrome,1280x720
Origins|UNK|android webview 4.0|UNK,Origins,,android webview 4.0,
Blade L5 Build/LMY47I|UNK|chrome 64.0 for android|UNK,Blade L5 Build/LMY47I,,chrome 64.0 for android,
rv:58.0|Windows 7|firefox 58.0|UNK,rv:58.0,Windows 7,firefox 58.0,
ASUS_Z017DA|UNK|chrome 64.0 for android|UNK,ASUS_Z017DA,,chrome 64.0 for android,
SM-A320Y Build/NRD90M|UNK|chrome 64.0 for android|UNK,SM-A320Y Build/NRD90M,,chrome 64.0 for android,
F1f Build/LMY47V|UNK|chrome 56.0 for android|UNK,F1f Build/LMY47V,,chrome 56.0 for android,
HUAWEI VNS-L23 Build/HUAWEIVNS-L23|UNK|chrome 52.0 for android|UNK,HUAWEI VNS-L23 Build/HUAWEIVNS-L23,,chrome 52.0 for android,
Moto G (5) Build/NPPS25.137-93-4|UNK|chrome generic|UNK,Moto G (5) Build/NPPS25.137-93-4,,chrome generic,
UNK|Android|chrome 64.0|2560x1600,,Android,chrome 64.0,2560x1600
SAMSUNG SM-A510M Build/MMB29K|UNK|samsung browser generic|UNK,SAMSUNG SM-A510M Build/MMB29K,,samsung browser generic,
Windows|Windows 10|firefox 58.0|1920x1200,Windows,Windows 10,firefox 58.0,1920x1200
rv:52.0|Mac OS X 10.10|firefox 52.0|1440x900,rv:52.0,Mac OS X 10.10,firefox 52.0,1440x900
LG-M257|UNK|chrome 64.0 for android|UNK,LG-M257,,chrome 64.0 for android,
Windows|Windows 7|chrome 61.0|2560x1080,Windows,Windows 7,chrome 61.0,2560x1080
SM-A710M Build/NRD90M|UNK|chrome generic for android|UNK,SM-A710M Build/NRD90M,,chrome generic for android,
5010G Build/MRA58K|UNK|chrome 62.0 for android|UNK,5010G Build/MRA58K,,chrome 62.0 for android,
D6503|UNK|chrome generic for android|UNK,D6503,,chrome generic for android,
SM-G550T Build/MMB29K|UNK|chrome 64.0 for android|UNK,SM-G550T Build/MMB29K,,chrome 64.0 for android,
SAMSUNG SM-G950U Build/NRD90M|Android 7.0|samsung browser generic|2220x1080,SAMSUNG SM-G950U Build/NRD90M,Android 7.0,samsung browser generic,2220x1080
D5316 Build/19.4.A.0.182|UNK|chrome 64.0 for android|UNK,D5316 Build/19.4.A.0.182,,chrome 64.0 for android,
SAMSUNG SM-G610M Build/NRD90M|UNK|samsung browser generic|UNK,SAMSUNG SM-G610M Build/NRD90M,,samsung browser generic,
SM-G930V Build/MMB29M|Android 6.0.1|chrome 64.0 for android|2560x1440,SM-G930V Build/MMB29M,Android 6.0.1,chrome 64.0 for android,2560x1440
XT1040|UNK|chrome|UNK,XT1040,,chrome,
Windows|Windows 10|edge 16.0|3440x1440,Windows,Windows 10,edge 16.0,3440x1440
SM-N900T Build/LRX21V|UNK|chrome 64.0 for android|UNK,SM-N900T Build/LRX21V,,chrome 64.0 for android,
Windows|Windows 8.1|chrome generic|2560x1440,Windows,Windows 8.1,chrome generic,2560x1440
MacOS|Mac OS X 10_13_3|chrome 62.0|2880x1800,MacOS,Mac OS X 10_13_3,chrome 62.0,2880x1800
MacOS|Mac OS X 10_10_5|safari generic|1280x768,MacOS,Mac OS X 10_10_5,safari generic,1280x768
SM-G610M Build/MMB29K|UNK|chrome 55.0 for android|UNK,SM-G610M Build/MMB29K,,chrome 55.0 for android,
VS995 Build/NRD90M|UNK|chrome 64.0 for android|UNK,VS995 Build/NRD90M,,chrome 64.0 for android,
Aquaris X5 Plus Build/NMF26F|UNK|chrome 64.0 for android|UNK,Aquaris X5 Plus Build/NMF26F,,chrome 64.0 for android,
LGLS676 Build/MXB48T|UNK|chrome 64.0 for android|UNK,LGLS676 Build/MXB48T,,chrome 64.0 for android,
LG-H631|UNK|chrome 64.0 for android|UNK,LG-H631,,chrome 64.0 for android,
LG-D373 Build/KOT49I.V10a|UNK|chrome 64.0 for android|UNK,LG-D373 Build/KOT49I.V10a,,chrome 64.0 for android,
MacOS|Mac OS X 10_13_3|safari generic|3440x1440,MacOS,Mac OS X 10_13_3,safari generic,3440x1440
M4|UNK|chrome|UNK,M4,,chrome,
Windows|Windows 7|chrome 64.0|2400x1350,Windows,Windows 7,chrome 64.0,2400x1350
iOS Device|iOS 11.2.6|chrome 64.0 for ios|2048x1536,iOS Device,iOS 11.2.6,chrome 64.0 for ios,2048x1536
HUAWEI|UNK|chrome 58.0 for android|UNK,HUAWEI,,chrome 58.0 for android,
Windows|Windows 10|chrome 64.0|2400x1350,Windows,Windows 10,chrome 64.0,2400x1350
MacOS|Mac OS X 10_12_6|chrome 64.0|UNK,MacOS,Mac OS X 10_12_6,chrome 64.0,
MacOS|Mac OS X 10_11_6|chrome 64.0|1366x768,MacOS,Mac OS X 10_11_6,chrome 64.0,1366x768
XT1072|UNK|chrome 64.0 for android|UNK,XT1072,,chrome 64.0 for android,
SAMSUNG SM-G925P Build/MMB29K|UNK|samsung browser generic|UNK,SAMSUNG SM-G925P Build/MMB29K,,samsung browser generic,
rv:38.0|Windows 7|firefox|1920x1080,rv:38.0,Windows 7,firefox,1920x1080
verykool|UNK|chrome 64.0 for android|UNK,verykool,,chrome 64.0 for android,
SAMSUNG-SM-N920A Build/NRD90M|Android 7.0|chrome 64.0 for android|2562x1442,SAMSUNG-SM-N920A Build/NRD90M,Android 7.0,chrome 64.0 for android,2562x1442
SM-A510M Build/LMY47X|Android 5.1.1|chrome 64.0 for android|1920x1080,SM-A510M Build/LMY47X,Android 5.1.1,chrome 64.0 for android,1920x1080
X3402|UNK|chrome 55.0 for android|UNK,X3402,,chrome 55.0 for android,
5025G Build/LMY47I|UNK|chrome 64.0 for android|UNK,5025G Build/LMY47I,,chrome 64.0 for android,
MacOS|Mac|chrome 64.0|3360x2100,MacOS,Mac,chrome 64.0,3360x2100
LGMS345|UNK|android browser 4.0|UNK,LGMS345,,android browser 4.0,
Windows|Windows 10|chrome generic|1920x1281,Windows,Windows 10,chrome generic,1920x1281
Windows|Windows 10|chrome 60.0|1360x768,Windows,Windows 10,chrome 60.0,1360x768
PRA-LX1 Build/HUAWEIPRA-LX1|UNK|chrome generic for android|UNK,PRA-LX1 Build/HUAWEIPRA-LX1,,chrome generic for android,
F8331 Build/41.2.A.7.76|UNK|chrome generic for android|UNK,F8331 Build/41.2.A.7.76,,chrome generic for android,
LG-TP450 Build/NRD90U|Android 7.0|chrome 64.0 for android|1920x1080,LG-TP450 Build/NRD90U,Android 7.0,chrome 64.0 for android,1920x1080
MacOS|Mac|chrome generic|1440x900,MacOS,Mac,chrome generic,1440x900
Windows|Windows 10|chrome 59.0|1440x900,Windows,Windows 10,chrome 59.0,1440x900
MacOS|Mac OS X 10_13_2|chrome 64.0|1280x800,MacOS,Mac OS X 10_13_2,chrome 64.0,1280x800
SM-J710MN Build/MMB29K|UNK|chrome 58.0 for android|UNK,SM-J710MN Build/MMB29K,,chrome 58.0 for android,
rv:53.0|UNK|Generic/Android|UNK,rv:53.0,,Generic/Android,
LG-V500|UNK|chrome 53.0 for android|UNK,LG-V500,,chrome 53.0 for android,
SM-N920T Build/NRD90M|Android 7.0|chrome generic for android|UNK,SM-N920T Build/NRD90M,Android 7.0,chrome generic for android,
A1-850|UNK|chrome 64.0 for android|UNK,A1-850,,chrome 64.0 for android,
MacOS|Mac OS X 10_10_5|chrome 64.0|1920x1080,MacOS,Mac OS X 10_10_5,chrome 64.0,1920x1080
UNK|Linux|chrome generic|UNK,,Linux,chrome generic,
8050G Build/LMY47I|UNK|chrome 56.0 for android|UNK,8050G Build/LMY47I,,chrome 56.0 for android,
rv:44.0|Mac OS X 10.12|firefox|1280x800,rv:44.0,Mac OS X 10.12,firefox,1280x800
A97|UNK|chrome 64.0 for android|UNK,A97,,chrome 64.0 for android,
rv:58.0|Windows 7|firefox 58.0|1920x1080,rv:58.0,Windows 7,firefox 58.0,1920x1080
SAMSUNG SM-G955U Build/NRD90M|UNK|samsung browser generic|UNK,SAMSUNG SM-G955U Build/NRD90M,,samsung browser generic,
GT-P5210 Build/JDQ39|UNK|chrome 59.0 for android|UNK,GT-P5210 Build/JDQ39,,chrome 59.0 for android,
Redmi|UNK|chrome 64.0 for android|UNK,Redmi,,chrome 64.0 for android,
rv:45.0|Mac OS X 10.11|firefox|1920x1080,rv:45.0,Mac OS X 10.11,firefox,1920x1080
BBB100-1|Android 7.1.1|chrome 64.0 for android|UNK,BBB100-1,Android 7.1.1,chrome 64.0 for android,
UNK|Android|samsung browser 6.2|1280x720,,Android,samsung browser 6.2,1280x720
Z983 Build/NMF26F|Android 7.1.1|chrome 64.0 for android|1920x1080,Z983 Build/NMF26F,Android 7.1.1,chrome 64.0 for android,1920x1080
rv:58.0|Windows 7|firefox 58.0|1280x1024,rv:58.0,Windows 7,firefox 58.0,1280x1024
SAMSUNG SM-J530GM Build/NRD90M|UNK|samsung browser generic|UNK,SAMSUNG SM-J530GM Build/NRD90M,,samsung browser generic,
MacOS|Mac OS X 10_9_5|chrome 64.0|1680x1050,MacOS,Mac OS X 10_9_5,chrome 64.0,1680x1050
Windows|Windows 7|firefox 58.0|0x0,Windows,Windows 7,firefox 58.0,0x0
SM-G920I Build/NRD90M|UNK|chrome generic for android|UNK,SM-G920I Build/NRD90M,,chrome generic for android,
Windows|Windows 10|edge 14.0|1600x1200,Windows,Windows 10,edge 14.0,1600x1200
SM-J727T1 Build/NRD90M|UNK|chrome 64.0 for android|UNK,SM-J727T1 Build/NRD90M,,chrome 64.0 for android,
Moto C Build/NRD90M.063|UNK|android webview 4.0|UNK,Moto C Build/NRD90M.063,,android webview 4.0,
CAM-L03 Build/HUAWEICAM-L03|UNK|chrome generic for android|UNK,CAM-L03 Build/HUAWEICAM-L03,,chrome generic for android,
SM-G531H Build/LMY48B|UNK|chrome generic|UNK,SM-G531H Build/LMY48B,,chrome generic,
F3213|UNK|chrome 64.0 for android|UNK,F3213,,chrome 64.0 for android,
SM-J701M Build/NRD90M|UNK|chrome generic for android|UNK,SM-J701M Build/NRD90M,,chrome generic for android,
MacOS|Mac OS X 10_10_5|chrome|1280x800,MacOS,Mac OS X 10_10_5,chrome,1280x800
SM-G920I Build/NRD90M|UNK|chrome 64.0 for android|UNK,SM-G920I Build/NRD90M,,chrome 64.0 for android,
SM-N920P|UNK|chrome generic for android|UNK,SM-N920P,,chrome generic for android,
FIG-LX3 Build/HUAWEIFIG-LX3|UNK|chrome 62.0 for android|UNK,FIG-LX3 Build/HUAWEIFIG-LX3,,chrome 62.0 for android,
SAMSUNG SM-A510M Build/NRD90M|UNK|samsung browser generic|UNK,SAMSUNG SM-A510M Build/NRD90M,,samsung browser generic,
SM-G928G Build/NRD90M|UNK|chrome 62.0 for android|UNK,SM-G928G Build/NRD90M,,chrome 62.0 for android,
SM-G955F Build/NRD90M|UNK|chrome generic for android|UNK,SM-G955F Build/NRD90M,,chrome generic for android,
SM-N920P Build/NRD90M|UNK|chrome generic for android|UNK,SM-N920P Build/NRD90M,,chrome generic for android,
LG-K240 Build/MXB48T|UNK|chrome generic for android|UNK,LG-K240 Build/MXB48T,,chrome generic for android,
LGUS215 Build/NRD90U|Android 7.0|chrome generic for android|1280x720,LGUS215 Build/NRD90U,Android 7.0,chrome generic for android,1280x720
MacOS|Mac OS X 10_11_6|chrome 64.0|1600x1200,MacOS,Mac OS X 10_11_6,chrome 64.0,1600x1200
5045I|UNK|chrome generic for android|UNK,5045I,,chrome generic for android,
rv:58.0|Mac OS X 10.11|firefox 58.0|1440x900,rv:58.0,Mac OS X 10.11,firefox 58.0,1440x900
MacOS|Mac|chrome 64.0|1920x1080,MacOS,Mac,chrome 64.0,1920x1080
Windows|Windows 7|chrome 64.0|1280x960,Windows,Windows 7,chrome 64.0,1280x960
XT1635-01|Android 7.1.1|chrome generic for android|1920x1080,XT1635-01,Android 7.1.1,chrome generic for android,1920x1080
Windows|Windows 10|chrome 64.0|2000x1125,Windows,Windows 10,chrome 64.0,2000x1125
SM-G531H Build/LMY48B|UNK|chrome 54.0 for android|UNK,SM-G531H Build/LMY48B,,chrome 54.0 for android,
E2306 Build/26.3.A.1.33|UNK|chrome generic for android|UNK,E2306 Build/26.3.A.1.33,,chrome generic for android,
SM-A520F Build/NRD90M|UNK|chrome generic for android|UNK,SM-A520F Build/NRD90M,,chrome generic for android,
SAMSUNG SM-G920P Build/NRD90M|Android 7.0|samsung browser generic|2560x1440,SAMSUNG SM-G920P Build/NRD90M,Android 7.0,samsung browser generic,2560x1440
BAC-L03 Build/HUAWEIBAC-L03|UNK|chrome generic for android|UNK,BAC-L03 Build/HUAWEIBAC-L03,,chrome generic for android,
STF-L09 Build/HUAWEISTF-L09|UNK|chrome 64.0 for android|UNK,STF-L09 Build/HUAWEISTF-L09,,chrome 64.0 for android,
E5606 Build/30.2.A.1.21|UNK|chrome generic for android|UNK,E5606 Build/30.2.A.1.21,,chrome generic for android,
E2104 Build/24.0.A.5.14|UNK|chrome 64.0 for android|UNK,E2104 Build/24.0.A.5.14,,chrome 64.0 for android,
MHA-L29 Build/HUAWEIMHA-L29|Android 8.0.0|chrome generic for android|1920x1080,MHA-L29 Build/HUAWEIMHA-L29,Android 8.0.0,chrome generic for android,1920x1080
MacOS|Mac OS X 10_13_2|chrome 64.0|3360x2100,MacOS,Mac OS X 10_13_2,chrome 64.0,3360x2100
SM-G925F Build/NRD90M|UNK|chrome 64.0 for android|UNK,SM-G925F Build/NRD90M,,chrome 64.0 for android,
Redmi 3S Build/MMB29M|UNK|chrome 63.0 for android|UNK,Redmi 3S Build/MMB29M,,chrome 63.0 for android,
HTC Desire 650 Build/MMB29M|UNK|chrome generic for android|UNK,HTC Desire 650 Build/MMB29M,,chrome generic for android,
SM-P580 Build/NRD90M|UNK|chrome 64.0 for android|UNK,SM-P580 Build/NRD90M,,chrome 64.0 for android,
SM-G900M Build/MMB29M|UNK|chrome generic for android|UNK,SM-G900M Build/MMB29M,,chrome generic for android,
Linux x86_64|Linux|chrome 64.0|1920x1080,Linux x86_64,Linux,chrome 64.0,1920x1080
Alcatel_4060O Build/MMB29M|Android 6.0.1|chrome 50.0 for android|855x480,Alcatel_4060O Build/MMB29M,Android 6.0.1,chrome 50.0 for android,855x480
Windows|Windows 10|chrome generic|1280x1024,Windows,Windows 10,chrome generic,1280x1024
SM-G920F Build/MMB29K|UNK|chrome 64.0 for android|UNK,SM-G920F Build/MMB29K,,chrome 64.0 for android,
SM-T280 Build/LMY47V|Android 5.1.1|chrome 64.0 for android|UNK,SM-T280 Build/LMY47V,Android 5.1.1,chrome 64.0 for android,
STF-L09 Build/HUAWEISTF-L09|UNK|chrome generic for android|UNK,STF-L09 Build/HUAWEISTF-L09,,chrome generic for android,
SM-T700 Build/MMB29K|UNK|chrome 64.0 for android|UNK,SM-T700 Build/MMB29K,,chrome 64.0 for android,
rv:47.0|Mac OS X 10.10|firefox 47.0|1440x900,rv:47.0,Mac OS X 10.10,firefox 47.0,1440x900
MacOS|Mac OS X 10_13_3|chrome generic|2560x1600,MacOS,Mac OS X 10_13_3,chrome generic,2560x1600
Windows|Windows 10|chrome 64.0|2800x1575,Windows,Windows 10,chrome 64.0,2800x1575
Moto Z (2|Android 8.0.0|chrome generic|2560x1440,Moto Z (2,Android 8.0.0,chrome generic,2560x1440
XT1008|UNK|chrome|UNK,XT1008,,chrome,
LGUS992|Android 7.0|chrome generic for android|2560x1440,LGUS992,Android 7.0,chrome generic for android,2560x1440
SM-T560 Build/KTU84P|UNK|chrome generic|UNK,SM-T560 Build/KTU84P,,chrome generic,
SM-T700 Build/MMB29K|UNK|chrome generic for android|UNK,SM-T700 Build/MMB29K,,chrome generic for android,
Lenovo|UNK|opera|UNK,Lenovo,,opera,
Windows|Windows 7|opera 51.0|1920x1080,Windows,Windows 7,opera 51.0,1920x1080
TRT-L53 Build/HUAWEITRT-L53|UNK|chrome generic for android|UNK,TRT-L53 Build/HUAWEITRT-L53,,chrome generic for android,
XT1609|UNK|chrome 57.0 for android|UNK,XT1609,,chrome 57.0 for android,
MacOS|Mac OS X 10_7_5|chrome 49.0|1344x756,MacOS,Mac OS X 10_7_5,chrome 49.0,1344x756
LG-LS777 Build/NRD90U|Android 7.0|chrome 64.0 for android|1280x720,LG-LS777 Build/NRD90U,Android 7.0,chrome 64.0 for android,1280x720
A0001 Build/MHC19Q|UNK|chrome 64.0 for android|UNK,A0001 Build/MHC19Q,,chrome 64.0 for android,
SM-T537V|UNK|chrome 50.0 for android|UNK,SM-T537V,,chrome 50.0 for android,
moto x4 Build/OPWS27.57-40-6|UNK|samsung browser 6.2|UNK,moto x4 Build/OPWS27.57-40-6,,samsung browser 6.2,
P5006A Build/NRD90M|UNK|chrome 56.0 for android|UNK,P5006A Build/NRD90M,,chrome 56.0 for android,
ALCATEL ONE TOUCH 7042A Build/JDQ39|UNK|chrome 64.0 for android|UNK,ALCATEL ONE TOUCH 7042A Build/JDQ39,,chrome 64.0 for android,
Lenovo PB2-650Y Build/MRA58K|UNK|chrome generic for android|UNK,Lenovo PB2-650Y Build/MRA58K,,chrome generic for android,
MacOS|Mac OS X 10_12_5|chrome 64.0|1440x900,MacOS,Mac OS X 10_12_5,chrome 64.0,1440x900
MacOS|Mac OS X 10_13_3|chrome generic|1280x800,MacOS,Mac OS X 10_13_3,chrome generic,1280x800
LG-V410|Android 4.4.2|chrome 64.0 for android|UNK,LG-V410,Android 4.4.2,chrome 64.0 for android,
SAMSUNG SM-A720F Build/NRD90M|UNK|samsung browser generic|UNK,SAMSUNG SM-A720F Build/NRD90M,,samsung browser generic,
SC-02H|UNK|chrome generic for android|UNK,SC-02H,,chrome generic for android,
5054S Build/LMY47V|UNK|chrome 58.0 for android|UNK,5054S Build/LMY47V,,chrome 58.0 for android,
